airline_name,source,destination,date_of_journey,departure_time,arrival_time,duration,total_ s,route,target_variable_price
 Vistara,DEL,CCU,07-Jun,09:30,16:55,7h 25,1, BOM,16589
 SpiceJet,DEL,CCU,07-Jun,06:30,13:10,6h 40,1, IXB,18759
 SpiceJet,DEL,CCU,07-Jun,07:20,23:35,16h 15,1, BOM,7743
 Vistara,DEL,CCU,07-Jun,11:40,19:55,8h 15,1, BOM,16589
 GoAir,DEL,CCU,07-Jun,22:45,08:30,9h 45,1, BOM,14171
 Air India,DEL,CCU,07-Jun,15:05,23:50,8h 45,2," IDR, BOM",17208
 Vistara,DEL,CCU,07-Jun,07:30,16:55,9h 25,1, BOM,16589
 Air India,DEL,CCU,07-Jun,14:00,23:50,9h 50,1, BOM,16037
 GoAir,DEL,CCU,07-Jun,20:05,08:35,12h 30,1, AMD,12947
 Vistara,DEL,CCU,07-Jun,06:00,16:55,10h 55,1, BOM,14954
 AirAsia India,DEL,CCU,07-Jun,15:30,02:55,11h 25,1, PNQ,14782
 GoAir,DEL,CCU,07-Jun,20:55,07:45,10h 50,1, HYD,16943
 GoAir,DEL,CCU,07-Jun,06:00,16:00,10h,1, IXB,18372
 GoAir,DEL,CCU,07-Jun,20:30,09:45,13h 15,1, BLR,13916
 Air India,DEL,CCU,07-Jun,21:15,08:50,11h 35,1, BOM,16037
 Air India,DEL,CCU,07-Jun,21:30,08:15,10h 45,1, HYD,17380
 Vistara,DEL,CCU,07-Jun,21:30,09:40,12h 10,1, BOM,15452
 Vistara,DEL,CCU,07-Jun,21:20,09:40,12h 20,2," AMD, BOM",16610
 Air India,DEL,CCU,07-Jun,20:40,10:40,14h,1, MAA,14987
 Air India,DEL,CCU,07-Jun,09:30,15:25,5h 55,1, GAU,35632
 Air India,DEL,CCU,07-Jun,05:15,22:00,16h 45,1, STV,13379
 Vistara,DEL,CCU,07-Jun,05:55,19:55,14h,2," IDR, BOM",16221
 Vistara,DEL,CCU,07-Jun,06:15,16:55,10h 40,2," BLR, BOM",21838
 Air India,DEL,CCU,07-Jun,17:55,08:50,14h 55,2," IXU, BOM",16183
 Vistara,DEL,CCU,07-Jun,20:40,09:40,13h,1, BOM,18960
 Hahn Air Systems,DEL,CCU,07-Jun,10:20,17:15,6h 55,1, GAU,37098
 Vistara,DEL,CCU,07-Jun,17:45,09:40,15h 55,1, BOM,16589
 Vistara,DEL,CCU,07-Jun,16:45,09:40,16h 55,1, BOM,16067
 Hahn Air Systems,DEL,CCU,07-Jun,06:30,13:10,6h 40,1, IXB,41580
 Vistara,DEL,CCU,07-Jun,07:05,19:55,12h 50,2," HYD, BOM",21642
 Vistara,DEL,CCU,07-Jun,15:30,09:40,18h 10,1, BOM,16067
 Air India,DEL,CCU,07-Jun,16:15,10:40,18h 25,1, MAA,16564
 Hahn Air Systems,DEL,CCU,07-Jun,11:55,20:45,8h 50,1, JRG,35934
 Air India,DEL,CCU,07-Jun,09:45,08:15,22h 30,1, HYD,17402
 Air India,DEL,CCU,07-Jun,07:10,08:15,25h 05,1, HYD,15724
 Air India,DEL,CCU,07-Jun,21:15,23:50,26h 35,2," ATQ, BOM",15108
 Hahn Air Systems,DEL,CCU,07-Jun,21:40,08:55,11h 15,1, BOM,38883
 SpiceJet,DEL,CCU,07-Jun,13:05,13:10,24h 05,1, IXB,18626
 Emirates,DEL,CCU,07-Jun,16:15,08:15,16h,1, DXB,33349
 Air India,DEL,CCU,07-Jun,05:30,10:40,29h 10,2," VTZ, IXZ",20149
 Hahn Air Systems,DEL,CCU,07-Jun,11:05,20:00,8h 55,2," JAI, GAU",75390
 Hahn Air Systems,DEL,CCU,07-Jun,08:45,20:50,12h 05,1, MAA,59513
 Air India,DEL,CCU,07-Jun,15:05,08:15,17h 10,3," IDR, BOM, HYD",44310
 Hahn Air Systems,DEL,CCU,07-Jun,09:35,20:00,10h 25,2," PAT, GAU",73446
 Air India,DEL,CCU,07-Jun,14:00,08:15,18h 15,2," BOM, HYD",43302
 Vistara,DEL,CCU,07-Jun,17:35,09:40,16h 05,2," BLR, BOM",49196
 Hahn Air Systems,DEL,CCU,07-Jun,06:25,17:15,10h 50,2," VNS, GAU",76363
 Hahn Air Systems,DEL,CCU,07-Jun,06:05,20:00,13h 55,1, BLR,59513
 Hahn Air Systems,DEL,CCU,07-Jun,18:25,09:15,14h 50,1, MAA,59513
 Hahn Air Systems,DEL,CCU,07-Jun,12:05,23:35,11h 30,2," GOI, BOM",78335
 Air India,DEL,CCU,07-Jun,09:30,13:40,28h 10,2," GAU, IMF",33002
 Hahn Air Systems,DEL,CCU,07-Jun,07:20,23:35,16h 15,1, BOM,60537
 Hahn Air Systems,DEL,CCU,07-Jun,13:05,13:10,24h 05,1, IXB,40950
 Singapore Airlines,DEL,CCU,07-Jun,09:00,22:35,13h 35,1, SIN,99433
 Hahn Air Systems,DEL,CCU,07-Jun,05:45,23:35,17h 50,2," RAJ, BOM",76868
 Singapore Airlines,DEL,CCU,07-Jun,21:55,22:35,24h 40,1, SIN,66095
